RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022
"Georgetown, SC",msa,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175638,174839,174295,174303,173944,173397,172114,171078,171013,171287,173654,174987,176460,178852,182669,186430,188516,188715,188869,189091,190106,191577,190264,189643,188909,189237,188376,186863,187721,190212,191085,190388,186532,184888,187611,193239,198800,200517,201718,202335,202386,202611,203489,203995,205207,205774,207196,207703,208488,209571,210322,211424,212479,213233,213464,212817,212881,212919,213421,214737,216786,219107,220902,221614,222391,223035,224031,224440,225335,226418,227151,227444,227527,228122,228569,229646,230826,231974,233008,233451,233685,233802,234114,234797,235386,236777,238382,239391,239724,239630,239917,240499,241413,242006,242122,242515,243190,243810,244414,245222,247686,249778,252194,253949,256152,258382,261165,264834,268425,272603,277343,284236,291089,298490,305172,311414,317108,321698,327563,333834,342916,353573,362646,369939,373292,375616
"Marinette, WI",msa,WI,80845,81300,81593,81841,82189,82803,83768,84079,84058,83217,83047,82657,83080,83240,83301,83244,83127,83568,84632,85277,85946,86080,86605,86982,87619,88687,89635,90207,90801,91480,92375,93065,93693,93919,93738,93563,93200,92933,92720,92831,92850,92696,92862,93424,94185,94978,95315,95808,95896,96395,96258,96280,96551,97128,97782,97803,97926,98235,98675,99671,100344,101108,101558,103457,104865,106264,106689,107432,107852,108178,108777,109635,110325,110577,110453,109528,109223,109308,110060,110575,110927,111620,112171,112592,112831,113017,113444,113342,113110,112776,112820,113047,113165,113225,113205,113204,113181,113034,112600,111996,111526,111081,110811,110421,110097,109829,109511,109197,109098,109268,109319,108849,108229,107282,105898,104264,102994,102521,102307,102288,101838,101307,101050,99470,98070,96533,96778,96866,96830,94749,92873,90896,91569,91940,92426,92150,92122,92214,92536,92444,92728,92680,93189,93179,93200,93143,93110,93249,93137,93226,93149,93220,92641,92200,91818,91724,91833,91735,91876,91897,92129,92277,92038,91660,91418,91347,91489,91451,91462,91502,91854,92433,92985,93314,93581,93415,93320,93062,93287,93472,94313,95201,96108,96361,96636,97050,97331,97572,97667,98037,98331,98506,98584,98651,98977,99426,99943,100430,101101,101754,102282,102589,102810,103042,103148,103476,103863,104439,105008,105587,106381,107094,107767,108188,108677,108919,108949,109028,109441,110147,110670,111226,111815,112532,113125,113716,114070,114341,114306,114562,114979,115559,116089,116552,117160,117829,118516,119267,119720,120185,120271,120287,120158,120217,120303,120582,121049,121639,122203,122815,124521,126169,128511,130252,132199,133627,135213,136920,138520,139801,140938,142075,142628,144813,146614,148224,148007,147926,148351,149596,151083,152828,153981,155166
"Martinsville, VA",msa,VA,60008,60256,60457,60792,60992,61192,61415,61749,62063,62395,62729,63053,63462,63829,64265,64648,64987,65285,65566,65805,65954,66081,66366,66624,66889,67191,67689,68154,68500,68691,69014,69138,69334,69328,69546,69685,69916,70073,70265,70450,70766,71160,71643,72318,73095,73956,74467,74934,75371,76086,76899,77693,78326,79134,79988,81394,82603,83787,84731,85731,86808,88086,89472,90936,92136,93258,92799,,,,83210,83692,84192,84562,84803,84898,84840,84670,84529,84599,84420,84088,83083,82364,81747,81634,81515,81279,80800,80223,79704,79592,79539,79469,79199,78925,78643,78257,77756,77169,76724,76588,76447,77683,78660,79765,79385,79059,78698,78334,77936,77254,76645,75715,75055,74102,73492,72709,72171,71638,71317,71147,71035,71296,71568,71845,71774,71577,71503,71521,71723,71558,71070,70207,69767,69552,69670,69730,69958,70142,69576,68901,68227,68224,68318,68417,68545,68592,68735,68748,68873,68898,69238,69507,69887,70188,70575,70843,71079,71127,71286,71705,72182,72717,72762,72855,72864,72987,73090,73158,73247,73312,73444,73583,73793,73740,73787,73778,73975,74177,74218,74253,74141,74140,74211,74212,74322,74306,74514,74748,75055,75180,75161,75091,75129,75206,75263,75240,75275,75266,75458,75590,75849,76020,76134,76216,76110,76077,76030,76164,76279,76482,76750,77104,77287,77423,77510,77765,77954,78147,78304,78407,78398,78332,78446,78598,78778,78880,79158,79616,80099,80568,80904,81107,81239,81394,81873,82265,82103,81624,81249,81477,81754,82025,82254,82254,82289,82121,82270,82246,82613,82957,84291,85593,87027,87894,88743,89616,90310,91084,91767,92465,93057,94657,96219,97614,98040,98484,98925,100023,101069,102032,102164,102411
"Mount Vernon, OH",msa,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106654,106453,106393,106160,105814,105348,104838,104485,104225,103916,103668,103465,103439,103338,103288,103315,103326,103271,103087,102870,102589,102314,102027,101934,101778,101664,101417,101262,101223,101158,101249,101239,101288,101134,101039,100867,100789,100732,100804,100949,101180,101309,101376,101368,101372,101345,101320,101257,101228,101208,101334,101520,101812,102090,102490,102821,103096,103330,103634,103927,104172,104503,105031,105679,106221,106638,107004,107414,107887,108230,108644,109186,109859,110542,111178,111904,112813,113753,114653,115386,116058,116717,117338,117948,118682,119501,120444,121332,122309,123383,124394,125438,126404,127478,128550,129669,130768,131871,132919,133950,134883,136030,137136,138305,139201,140225,141312,142343,143392,144496,145831,147181,148576,149869,151069,152217,153296,154593,155736,156839,157803,158927,160222,161521,162779,164141,165459,166722,167831,168493,169137,169643,170172,170621,171053,172166,173290,174543,175138,175856,176634,,181663,,189077,192632,195029,197192,199328,200624,202245,203886,205939,207455,210981,214645,218000,219156,220285,221501,224048,226736,229727,231694,233592
"Sanford, NC",msa,NC,104804,105081,105219,105563,105870,106395,106979,107537,107950,108281,108900,109620,110478,110876,111201,111395,111684,111944,112212,112595,112918,113279,113424,113514,113578,113733,113921,114047,114243,114403,114714,114898,115121,115312,115615,115910,116091,116261,116446,116684,116821,116842,116844,117030,117384,117803,118195,118585,118922,119247,119693,120140,120542,120758,121049,121393,121948,122583,123239,123902,,,,,130850,130393,130684,130951,131174,131235,131491,131886,132233,132895,133367,133726,134067,134810,135600,135699,135710,135620,135998,135987,136345,136798,137494,138609,139571,139967,139475,139151,139174,139259,139346,138761,138609,138350,138811,138887,138783,138434,138094,137782,137520,137313,137061,136854,136450,136120,135719,135339,134744,134042,133235,132502,131670,130917,130215,129648,129040,128548,128154,128000,127779,127658,126898,126152,125353,125112,124726,124236,123458,122804,122172,121734,121408,121118,121264,121373,121547,121252,120876,120439,120002,119696,119401,119365,119316,119299,119295,119316,119335,119402,119420,119533,119465,119385,119282,119355,119452,119543,119635,119857,120041,120250,120391,120675,120800,120911,120911,121010,121120,121316,121666,122086,122490,122880,123190,123586,123812,124089,124306,124590,124834,125112,125432,125783,126121,126459,126748,127093,127483,127977,128511,129028,129569,129956,130352,130648,131024,131439,131890,132348,132844,133378,133917,134482,135060,135550,136049,136524,137140,137618,138253,138931,139688,140485,141281,142191,142841,143503,143816,144356,144873,145704,146397,147060,147698,148368,149062,149731,150385,150974,151530,152148,152801,,,,151485,152187,152935,153709,154350,154916,155508,155264,155242,155419,156837,158178,161099,164169,167625,169790,174800,180193,185017,189417,187461,185762,181122,185704,194859,203285,209512,212534,217888,224898,230555,236161,238856,240748
"Hutchinson, KS",msa,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90284,90119,90019,89810,89862,89919,89715,89367,89090,89108,89186,89109,89217,89507,89839,90136,90151,90235,90258,90382,90462,90041,90144,90520,91299,91530,91408,91142,90934,90814,90675,90768,91279,92053,92052,91805,91750,92178,92269,92203,92092,92052,91828,91596,91568,91903,92533,93072,93129,93128,93249,93557,94041,94503,94683,94498,94429,94821,95342,95853,96340,96812,97074,97390,97759,98235,98643,99034,99485,99781,100004,100185,100211,100332,100232,100263,100339,100502,100834,101065,101418,101828,102128,102424,102601,102710,102857,103203,103748,104029,104234,104411,104842,105274,105585,105853,106040,106327,106660,107028,107527,108005,108469,108722,108817,108811,108887,109142,109427,109757,110089,110483,110708,110949,111349,111538,111686,111740,111340,110945,110556,110954,111442,111832,112777,113799,,118031,120133,121287,122513,123709,124839,125807,126076,126335,126453,128219,129968,131191,131351,131353,131823,133430,135201,136863,137751,138689
"Crossville, TN",msa,TN,101105,101656,102047,102699,103015,103397,103768,104232,104608,104986,105533,105854,106761,107319,108067,108166,108234,108177,107499,106878,106571,107120,107443,107415,107292,107537,107779,108036,107918,107761,107441,107484,107621,107698,107874,108169,108378,108597,108661,108879,109304,109758,110604,111422,112564,113428,114028,114448,115085,115745,116279,116583,116696,117018,117344,117701,117820,118265,118915,119643,120201,120877,121725,122927,124116,125340,126393,127523,129135,130429,131754,133421,135376,137839,139488,141092,141720,142725,144319,146392,148589,150450,151498,151734,151495,152083,152870,154065,155018,155835,156079,156648,157134,157982,158453,158455,158852,158939,159721,159629,161221,162344,163822,162781,,,,139153,138643,137765,137046,136378,136131,135249,134705,134930,136146,137727,138624,138975,139004,138646,139255,139704,139725,139494,139099,139163,138853,138009,136952,136029,135522,135180,134610,134230,133376,133176,132331,131455,129506,128513,127772,127991,127572,126732,125959,125965,126918,126770,127173,127103,127766,125712,125160,125180,127350,127774,127415,126362,125549,126520,127173,128108,128273,131332,134279,136460,136232,136069,136320,137200,137926,137956,137633,137120,136212,134066,131304,129181,130113,133240,136074,136719,136630,136788,137065,137619,138620,139862,140515,140835,140533,140111,139652,140288,140382,140807,140538,140938,141225,141747,142488,143305,143404,143880,143862,144135,144189,144701,145607,145837,146426,147117,148285,149447,149801,150340,150552,151513,152441,153306,154402,155578,156491,157474,158671,159706,160320,160918,162087,163239,164007,164886,165815,166919,168133,169400,170142,170538,170975,171785,172788,173517,174064,174395,174915,176086,177735,180662,,189295,192055,193374,195998,200715,206114,211134,216277,222589,229108,235780,241532,248624,256294,264173,268492,272010,273706,277008,278600,280520,282390,284012
"Laconia, NH",msa,NH,115371,115768,116178,117120,118222,119373,120599,121860,123387,124687,125855,126587,127458,128475,129892,131426,132857,134155,135332,136382,137530,138652,140129,141604,143110,144539,145707,147042,148221,150100,151655,153837,155863,158368,160217,162021,163635,165209,166552,168363,170787,173684,176467,180096,183713,187263,189642,191710,193424,195113,196938,199039,201191,202763,204472,206097,208265,210025,211549,213336,215424,217720,219576,221498,223265,225119,226393,228875,230824,232843,234248,235994,237720,238379,238144,238392,238906,240041,240388,239289,239232,238810,239796,239657,240172,239418,237986,236264,236323,236768,236536,235553,234444,233947,233989,234035,234607,234620,234760,233737,232038,229790,228279,227226,226588,225901,225290,224777,224295,223804,223017,221546,219512,217299,215475,214143,213170,212390,211782,211531,211279,211377,211482,211445,211503,211241,211313,210756,210577,210205,210019,209375,208590,208107,207702,207229,206571,206083,205783,205561,205196,204884,204462,204206,203891,203677,203609,203668,203675,203737,203834,204055,204113,204205,204284,204416,204453,204674,205078,205489,205828,205989,206367,206650,206934,207197,207566,208125,208660,209365,210180,210950,211572,211991,212556,213238,213749,214127,214459,215092,214920,214459,214396,215475,216847,218005,218787,219060,219032,218842,218624,218426,218301,217935,217873,218288,219710,221259,222498,223454,223980,224401,225295,225893,226692,227524,228883,230410,232189,234463,236626,238387,240152,242296,244774,246647,247859,249828,250672,252672,253477,255923,257395,259259,260271,261141,261465,262151,262774,262949,264420,265914,267967,268388,269080,269248,270120,271253,273053,274728,276646,278380,280056,281440,282636,283840,284418,286971,289783,296002,301621,307905,313427,319142,325136,331792,337902,346804,354545,367607,374487,385178,391488,401791,406636,412102,416661,425377,431225,433506,435492,437660,445245,450597
"Walla Walla, WA",msa,WA,114222,114359,114509,114780,115083,115445,115713,115936,116134,116453,116856,117307,117970,118538,119038,119433,119897,120295,120581,120898,121225,121538,121863,122260,122756,123205,123704,124104,124548,124906,125170,125382,125638,126028,126381,126685,127013,127355,127665,127858,128194,128552,129040,129799,,,132811,133480,134069,135248,136609,138063,139803,141695,143766,145037,146228,147284,149026,150809,152881,155198,157574,159978,161977,164176,166305,168615,168402,167985,,166704,167394,169303,169432,169706,171104,173590,176290,177204,178343,179149,182044,183341,184596,184903,186326,188239,190804,192722,195490,197114,199345,200543,202125,203813,205378,206393,206421,204593,202230,199725,198108,197128,196146,194363,192198,189922,188524,187059,185575,184046,182347,180574,178843,177466,176318,175610,174656,173750,172837,172262,171800,171352,170722,170191,169353,168933,168252,168047,167423,166733,165515,164476,163382,162524,161695,161056,160442,159989,159715,159691,159602,159554,159625,159780,160108,160397,160662,160842,161009,161440,162100,162922,163796,164761,165824,166909,167938,168982,169842,170684,171447,172492,173545,174685,175763,176737,177829,178943,180227,181460,182486,183361,184093,185009,185868,186850,187853,189158,190547,191948,193309,194750,196197,197674,199022,200464,201958,203583,205364,207138,208997,210784,212432,214081,215730,217462,219132,220698,222364,224057,225933,227915,229533,231216,232993,235150,237302,239263,241278,243260,245274,247246,248849,250585,252329,254247,256431,258517,260530,261888,262932,263863,264762,265722,266811,267020,267447,267722,269114,270470,272067,273617,275079,276555,277900,279274,279383,279581,279639,280290,280882,280527,280792,280958,282260,283720,285511,287412,290254,295439,301496,303948,304856,306230,312037,318691,325983,337536,348281,361023,369799,377210,383560,391162,400837,404336,407909,408474,410894,409660,410993,412061
"Charleston, IL",msa,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78450,78162,77938,77454,76970,76349,75768,75209,74926,74607,74366,74127,74013,73941,73884,73877,73628,73335,72919,72627,72309,71971,71726,71490,71209,70965,70805,70818,70843,70791,70677,70529,70391,70287,70214,70129,70124,70086,70105,70109,70229,70334,70393,70398,70424,70474,70498,70599,70743,71002,71215,71481,71811,72104,72349,72558,72821,73058,73243,73423,73655,73986,74434,74905,75407,75718,76019,76186,76461,76708,77010,77288,77573,77816,78086,78418,78783,79031,79213,79371,79575,79804,80034,80330,80688,81042,81333,81524,81741,82017,82296,82535,82661,82819,82958,83111,83227,83365,83532,83754,84032,84329,84623,84902,85156,85407,85681,85982,86243,86400,86516,86604,86767,86932,87146,87381,87639,87941,88244,88579,88926,89255,89567,89860,90123,90383,,,,,84998,85382,85984,86403,86376,85726,84918,84453,84280,84758,85245,86371,87310,87865,88642,89758,91512,94591,97191,99776,99022,98231,97312,97661,99509,100585,101662,101183,102049,102826,103968,104317,105635,106637
"Gillette, WY",msa,WY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262408,261739,261322,260327,259505,258611,257688,256796,255908,255120,254357,253706,253259,252880,252617,252538,252445,252735,252819,253108,252836,252429,250845,249423,247961,247332,246540,246009,245741,245893,246400,246955,247370,247515,247965,248708,249390,249869,250005,250381,250874,251319,251700,252068,252651,252973,253388,253626,254067,254105,254167,254263,254714,255289,255722,256010,256276,256699,257361,258236,259158,259646,260062,260322,260829,261105,261614,262266,263010,263751,264622,265728,266600,267286,267657,268136,268454,269112,269683,270269,270470,270808,271548,272340,273049,273339,273454,273524,273253,273072,272965,273075,273051,272970,272865,272735,272247,271712,272266,273482,275043,275863,276499,277183,278016,278967,280239,281501,282878,283945,284778,284048,283049,282005,281924,281964,282006,282156,282488,283074,284098,285414,286851,288206,288987,289546,290096,290847,291670,292137,292591,293038,293275,293154,292738,292015,291354,290085,289867,289784,290333,291204,291868,294011,295971,297930,298992,299776,301152,301864,302380,302835,303741,304947,,316560,322865,324599,326413,327610,328746,330510,331970,332907,333672
"Enid, OK",msa,OK,60471,60561,60694,60924,61162,61399,61678,61896,62076,62215,62504,62852,63239,63473,63656,63848,64067,64294,64419,64599,64790,65085,65307,65462,65524,65652,65798,65973,66084,66219,66399,66591,66806,67037,67258,67441,67542,67697,67886,68135,68318,68437,68498,68627,68831,,,,,66887,67240,67613,67858,68038,68122,68344,69535,70845,71992,72209,71798,71360,70893,71067,71290,71511,71745,72010,72292,72071,71815,71663,71961,72246,72618,72791,73112,73233,73729,74164,74898,75783,76687,77171,77198,77235,77433,77863,78384,79044,79616,80110,80527,80907,81323,81587,81768,81806,,,74205,,74880,75233,75460,75611,75747,75908,76121,74992,73881,72788,73016,73191,73382,73507,73673,73798,74059,74282,74508,73529,72665,71852,72199,72474,72632,72715,72687,72615,71772,70937,70174,70192,70268,70401,70498,70651,70756,70908,71004,70474,70064,69672,69946,70228,70529,70794,70910,70989,71038,71120,71182,71101,71036,71099,71382,71744,72028,72280,72429,72603,72772,72983,73167,73190,73246,73376,73638,73960,74268,74653,74948,75235,75491,75784,76044,76311,76545,76874,77294,77860,78404,78847,79205,79496,79902,80275,80661,80715,80742,80804,81112,81435,81732,82086,82362,82620,82779,82989,83252,83793,84347,84938,85455,86033,86591,86986,87393,87811,88207,88544,88789,89251,89744,90307,90723,90494,90317,90111,90482,90748,90967,90298,89647,89129,89565,89834,90176,90408,90915,91207,91567,91793,92023,92138,91988,92036,91930,92204,92263,92487,92700,93299,93678,92689,91390,90648,91299,92271,93165,93984,94697,95327,94945,94798,94840,96033,96959,97920,99002,100149,101318,102459,103728,104474,105164,105432,106902,108198,109954,110940,111894,112641
"Sturgis, MI",msa,MI,85097,85059,85105,85305,85739,86122,86444,86707,87164,87647,88170,88551,88932,89256,89610,89929,90240,90513,90826,91128,91357,91523,91712,91922,92094,92159,92192,92153,92322,92535,92784,92873,93041,93262,93427,93564,93662,93768,93838,93930,,,,,88047,88250,88397,88438,88699,88899,89097,89048,89260,89738,90368,90804,91040,92139,93450,95007,95517,95796,95693,96022,96632,97583,98047,98228,98243,98561,98903,99032,98920,98790,98953,99153,99033,98765,99071,99712,100318,100198,99962,99972,100324,100574,100419,100083,99952,99817,99080,98599,98343,99088,99182,99263,98899,98576,98096,97462,96733,95826,94875,94033,93715,93306,93062,92427,91955,91605,91186,90543,89641,88925,88312,87646,86684,85746,84971,84427,84099,83887,83823,84072,84364,84562,84659,84404,84101,83454,83071,82695,82464,82176,81969,81765,81807,81814,81949,82142,82235,82169,81835,81537,81321,81228,81320,81452,81647,81830,82118,82483,82939,83281,83605,83945,84452,85065,85778,86462,87108,87745,88342,88922,89438,89909,90367,90850,91421,91971,92628,93359,94160,94830,95411,95878,96255,96603,97031,97464,97917,98354,98918,99446,99932,100360,100905,101238,101571,101713,102125,102509,103039,103535,104044,104593,105166,105639,105986,106328,106759,107285,107761,108340,108848,109509,110159,110864,111411,111958,112451,112980,113422,113979,114535,115257,115819,116506,117033,117648,117925,118328,118669,119345,119857,120498,,119528,119311,120126,121131,122265,123915,125801,126992,128387,128963,129758,130401,131228,131934,132312,132398,132839,132484,130411,130132,131056,,138099,141844,144724,147321,149457,151158,152675,153718,155735,158327,160478,162525,164823,167921,171318,175380,178746,182681,185139,187960,189759,191925,192870,193021,193092
"Sayre, PA",msa,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112682,112771,112514,111927,111205,110629,110170,109740,109478,109641,109762,109906,109955,107227,104280,101211,101024,101017,101005,100972,100934,101024,101157,101292,101565,101958,102147,101990,101819,101902,102219,102499,103996,105691,107631,108176,108422,109675,111051,112629,113017,113676,114243,114870,115379,116024,116892,117600,118279,118812,119219,119136,118882,119032,119481,119760,119629,119603,119626,119938,120371,121013,121540,121943,122474,123059,123527,123867,124508,125058,125719,126186,126755,127075,127509,128111,128867,129531,130127,130553,130643,130403,130004,130246,130900,131694,132436,133234,134221,134751,135362,135928,136525,136955,137394,138060,138637,139042,139331,139545,139931,140204,140628,141102,141516,141891,142225,142810,143624,144436,145449,146384,147220,147835,148393,148746,148977,149234,149688,150204,150882,151533,152025,152522,153165,154049,154495,154986,155247,155689,155711,155939,156052,156442,156769,157227,157775,158108,158526,158275,158430,158610,,161842,164337,166425,168818,170461,171815,172898,173821,175265,176941,178567,179515,182478,184985,187311,187216,187451,187613,189065,190443,192126,192847,193817
"Marietta, OH",msa,OH,88833,89091,89312,89702,90010,90393,90803,91286,91792,92269,92774,93341,93891,94362,94726,95179,95720,96058,96381,96508,96839,97135,97447,97663,97804,98054,98376,98725,99028,99159,99307,99429,99626,99892,100077,100281,100392,100659,100944,101253,101566,101868,102102,102408,102725,103246,103510,103755,103840,104130,104424,104704,104976,105294,105700,106035,106389,106725,107071,107442,107987,108406,108769,108949,109261,109520,109832,110060,110400,110686,110991,111193,111320,111403,111455,111427,111364,111115,110889,110866,111031,111305,111344,111359,111296,111267,111223,111119,110922,110565,110105,109940,109828,109830,109766,109887,110077,110093,110154,110023,109657,109146,108857,108640,108421,107924,107687,107462,107333,107233,106962,106751,106415,106050,105714,105056,104537,103946,103690,103323,103046,102967,102977,103036,103031,102970,102891,102747,102637,102373,102069,101694,101286,100835,100468,99900,99473,99148,99184,99234,99314,99420,99413,99303,99429,99669,99995,100144,99998,99815,99538,99425,99578,99763,100046,100135,100157,100153,100117,100303,100593,100958,101197,101345,101406,101506,101654,101904,102161,102549,102995,103551,104230,104616,104955,105073,105689,106216,106784,107070,107395,107803,108339,109006,109727,110575,111346,112016,112354,112682,112882,113098,113381,113763,114213,114823,115529,116408,117039,117536,117944,118505,119075,119720,120265,120949,121714,122443,123194,123455,123802,124024,124445,124848,125404,126267,127045,127769,128373,129247,130191,131052,131704,132297,132836,133439,134078,134843,135519,136229,136919,137679,138317,139180,140021,140896,141604,142380,142790,143105,143242,143404,143468,143507,144245,145002,145802,146055,146311,146678,148207,149879,,155404,158221,160007,161588,163104,164279,165719,167070,168274,168978,171322,173865,176163,176611,177050,177606,179455,181318,183557,184536,185715
"Salina, KS",msa,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110005,110193,110284,111480,112652,114134,114245,114231,114290,114190,113873,113448,113925,114506,114743,114370,114426,114033,114634,115124,115986,115950,115920,116086,116153,116291,116557,117067,117665,117878,118184,118416,118762,118314,117551,117017,117085,117108,117363,117798,118322,118823,119311,119921,120156,120393,120338,120427,120447,120739,121125,121478,121827,122234,122738,123271,123615,123954,124321,124844,125298,125762,126209,126605,126856,127288,127919,128629,129135,129687,130383,130961,131365,131734,132260,132756,133053,133447,134097,134768,135250,135619,136169,136588,136664,136706,136970,137373,137614,137946,138420,138971,139351,139980,140522,141030,141381,141459,141560,141417,141365,141449,141665,142175,142529,143165,144520,145842,,150689,153462,155137,156464,157878,159008,160284,161404,162896,164205,166609,168810,170150,170153,169924,170050,171948,174054,176413,177266,178373
