RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022
"Boston, MA",msa,MA,229182,230461,231702,233879,236045,238367,241408,244998,248827,252757,256632,260590,263969,267004,270014,273285,276456,279643,282943,286496,289986,293894,297601,300883,303220,305358,307697,310216,312727,315260,318041,321191,324770,329488,333976,338168,341170,344320,347658,351346,354780,357550,359169,360853,362856,365286,367774,370195,372682,375313,378045,380970,383624,386034,388487,391001,394286,397502,400686,403073,405245,408319,411322,414735,417439,418700,419422,419245,420505,421372,422142,421668,421163,419813,418908,418172,417437,416200,413398,410887,407666,404967,401901,399797,398421,397454,396786,395905,394998,393696,392204,390784,389355,387491,385445,383392,381449,379114,376998,374987,373364,371526,369359,367026,364245,361078,358130,355485,353591,351717,349356,347595,346668,346665,346544,346195,345758,345412,345533,346660,348149,349843,351015,352170,352812,353221,352891,352228,350261,348460,346799,346470,346009,344859,343079,341910,340889,340629,339531,338420,336580,334781,333112,331988,330994,330727,331157,332105,333100,333620,334427,334965,335431,336513,338312,340753,342011,344566,347645,351951,355135,357360,359290,361480,364526,367296,369523,371153,372932,374314,375931,377893,379882,381638,382750,383490,383620,383349,383693,385389,388398,391454,393563,394170,395207,396305,398406,399968,401444,403126,404682,405819,407884,410013,412620,415041,417927,420275,421203,421674,423408,425139,427964,429811,431775,433160,435209,437946,440535,443142,445951,447442,449400,450965,454158,456360,459044,461612,465081,467684,470134,472093,473645,474936,475727,477192,478235,479629,480966,481816,481457,480628,480067,480522,480656,481366,482719,484112,485366,486844,489446,491500,494060,495501,496562,496312,498088,503070,509570,516730,523293,530043,535524,541617,546798,552835,559977,569842,579601,587432,592369,596872,601131,605894,611276,618360,626663,636315,644153,649694,650970,649846,648532,647189
"San Francisco, CA",msa,CA,350241,352114,354726,361864,370871,379252,386588,392626,399814,406482,413620,420993,426968,432862,439451,446957,452904,456690,459626,462549,464875,466056,466866,466328,465670,465701,467240,470791,474701,480279,485920,491967,496909,500743,504356,507502,510816,514298,517819,521462,523382,524966,526713,530459,534865,540293,545227,550703,557680,565647,575691,584840,594323,603355,612834,621772,631158,640234,650408,660678,671371,682774,693773,705795,717478,728203,736352,743938,751377,759418,764936,768812,771193,774596,778563,780615,779937,778622,776863,776258,773290,769932,768111,767623,769467,766975,764732,761381,758228,754255,750457,746999,742765,735699,728618,718524,711266,705131,699146,692295,683688,675502,665804,655146,644158,634403,624013,616362,605179,597901,590685,584305,577956,574992,572729,567216,559842,558848,563720,572043,578325,581532,582069,582212,583507,582781,579276,576783,572901,570083,565470,560909,557159,552717,550164,546847,542632,537076,534616,530406,528759,524904,523313,521890,519597,519531,519888,522625,527799,535719,542323,549866,556214,565245,575044,585602,600084,612664,627280,640175,655547,667688,678184,685543,693782,702753,713791,727133,737094,747429,751076,755943,755523,755345,754328,756375,760776,767185,775081,783440,789863,798846,808606,818609,825825,833036,839794,849411,861267,872948,880152,888535,901219,912837,915499,917073,917892,920473,914885,911178,909047,915109,920454,927417,932072,937424,942208,946890,952033,957743,964735,971388,982323,992602,1006406,1019462,1033397,1043834,1056462,1070830,1084818,1095830,1103148,1111490,1115148,1116515,1112350,1102823,1094844,1090980,1089631,1089136,1088578,1088034,1087494,1084971,1084720,1083291,1083553,1087199,1095718,1103244,1113854,1115138,1105814,1095883,1097047,1112542,1124767,1135337,1143656,1149751,1154437,1163589,1178533,1198908,1226839,1259142,1292040,1312389,1324365,1328731,1338301,1349157,1365896,1388181,1415833,1440177,1454145,1452619,1439108,1410832,1389685,1374028
"Riverside, CA",msa,CA,141912,142643,143274,144555,145710,146911,148075,149453,150802,152250,153563,154881,156223,157315,158625,159918,161397,162835,164520,166490,168314,169940,171410,173033,174488,175745,176896,178184,179811,181999,184429,187439,190393,193283,195995,198454,200961,202913,205226,208031,211563,215104,218617,222482,226215,230322,234230,238305,241782,245811,250706,256291,261939,268791,276651,286294,293955,301082,306086,313186,318580,325243,330078,337758,342999,348836,353632,359967,366315,372055,376873,380697,384580,388257,392528,396032,399269,402067,404143,405876,407133,407979,408232,407865,407382,407679,406517,404431,400430,396335,391724,385887,379306,372604,366434,360660,354840,346677,335454,322623,310494,299337,286913,274881,263668,255694,247180,238364,229471,224657,220946,217107,211891,208816,206487,204180,200957,199128,199474,201211,203446,204093,204835,205513,206968,207299,206992,205354,204974,203598,203874,203844,204286,203709,202847,201575,200967,199427,198354,197099,196336,195550,195353,195108,195157,194414,194344,194710,195564,196772,198167,200631,203580,205772,207666,209822,213456,216863,220792,224759,229911,235206,240426,244052,249103,255332,262265,267399,271641,275932,278934,280589,282355,284030,284914,285471,285565,286933,287564,288490,289313,290488,291608,293240,294346,295849,296463,297922,299503,301211,302620,304357,306255,307833,309453,311011,313004,314331,315771,317353,318409,319622,320496,321950,323662,325192,327119,329458,331649,334349,335002,336963,338480,341352,343204,345128,347403,350857,353958,356696,359335,361501,363243,364277,365497,366258,367020,367303,368863,369988,371686,372649,373423,373803,374099,374660,374833,376348,377138,379360,379947,381502,382958,385302,386607,387508,389770,394323,399926,405432,411234,417505,423553,429911,436986,446196,457667,470601,485456,499069,510645,517579,522012,526900,536492,547749,560259,569194,576772,582153,581711,578823,573060,571346
"Detroit, MI",msa,MI,139588,139892,140436,141434,142579,143696,144978,146114,147072,147847,148833,149887,150917,151746,152492,153181,153941,154659,155342,156051,156809,157524,158114,158720,159415,160034,160506,160811,161090,161505,161814,162233,162545,163045,163491,163975,164446,164915,165154,165517,165938,166451,166756,167086,167528,168146,168698,169231,169753,170117,170564,170845,171307,171719,172193,172657,173088,173564,173922,174306,174706,174968,175203,175397,175762,175950,176026,176186,176494,176838,177068,177279,177506,177742,177791,177665,177395,177062,176626,176034,175348,174587,173797,172881,171743,170561,169282,168255,167058,166081,164960,163978,162496,160770,159076,157754,156369,154772,152655,150064,147192,144300,141206,137620,134448,132258,130313,127477,123337,119217,115609,113172,111371,109680,108516,107131,105925,104097,102566,101139,100541,99694,99212,98773,98951,99372,99137,98676,97770,96953,95818,94687,93418,92546,91859,91225,90600,89877,89415,89180,89215,89262,89194,89011,88786,88555,88957,89438,90375,91353,92682,93649,94246,94997,95797,96591,97289,98449,99964,101622,103363,105193,107243,109330,111388,113166,114763,116402,118118,119685,120940,122043,123077,124331,125322,125859,125880,125939,126325,126892,127632,128522,129535,130455,131121,131688,132071,132395,132441,132604,132931,133739,134651,135731,136458,137925,139297,140789,141623,142149,142829,143627,144470,145185,146147,147390,148823,150183,151700,153012,153662,154139,154695,155460,156438,157397,158939,160575,162323,163981,165341,166495,167179,167665,168386,169066,169965,170919,171991,173028,173654,174232,175063,175851,176363,176373,176498,176614,176922,177264,178221,179410,181385,182940,183255,182302,181978,183424,186046,188992,191897,194765,197000,199389,201567,203728,206507,210121,213871,217112,219298,221380,222407,224058,226431,229228,232094,234959,237511,239447,239573,239156,238627,238879
"Seattle, WA",msa,WA,215894,216904,217736,219367,220987,222342,223810,224832,225737,226500,227433,228662,230007,231437,232856,234083,234908,235774,236516,237588,238294,239300,240100,241352,242260,243304,244199,245053,245661,246056,246561,247281,247943,248646,249245,249461,250178,250831,252296,253463,255063,256396,257692,259131,260440,261785,262643,263976,265606,267427,269049,270980,273500,276559,279240,281679,283930,286157,288596,291375,294562,297114,300316,303926,308282,313388,318880,325093,330129,334701,339006,343369,346622,351044,355459,361201,366331,371362,376194,380520,384120,387333,389229,390210,390582,392092,395313,399339,402056,403467,403695,404653,404816,403172,400230,397656,395648,393188,390393,386569,382459,377877,374140,369268,364485,359874,355961,351410,347387,343039,338968,333256,328533,324498,322356,320297,318650,317568,317278,317058,315155,313415,311547,311952,312365,311515,308920,305094,301891,297915,294432,291165,288920,287389,285076,282689,278260,275182,271837,269644,266917,264377,262315,260379,259082,257001,256416,256339,258381,260962,263905,266101,268107,270602,273751,276527,278551,281861,285903,290814,295030,298468,302084,305385,308637,311177,313374,316063,319418,322435,323905,324709,325095,327416,328705,329676,329654,331110,333178,336375,340194,343299,346240,348246,351346,353446,355796,358846,362054,365210,368379,371983,375543,380139,384861,389616,393104,396198,399284,401748,404203,406543,410567,415638,421155,426751,431627,436842,441283,445775,450174,454072,457578,462073,466321,472076,478648,486730,494307,499558,502429,503049,502112,501656,503030,504507,505826,505898,506800,506209,505691,503718,502659,501201,501037,501902,503048,504459,507871,513507,520466,526314,532241,536513,536526,536004,537663,545484,554589,565059,574140,580936,587872,595163,604136,614312,626205,643594,659075,672272,680469,687964,698785,710170,723718,736555,754089,772364,781523,779634,772581,765277,760994,756606
"Minneapolis, MN",msa,MN,153425,154192,154776,156157,157451,158956,160538,163032,165279,167565,169117,171064,172818,174484,176256,178134,179853,181519,183281,185412,187665,190040,192144,193819,195141,196252,197361,198411,200005,201492,203162,204564,206105,207588,209111,210851,212545,214118,215610,217092,218682,220090,221586,223003,224540,225902,227384,228832,230212,231670,233071,234819,236536,238442,240082,241573,243016,244301,245351,246426,247924,249600,250881,252403,253994,255644,256775,257528,258438,259285,260370,261093,261563,261898,262147,262650,262955,263462,263438,263239,262515,262003,261353,261097,260962,261009,260684,260171,259421,258685,257535,256520,255303,254320,252753,250764,248355,245564,243010,240829,239235,238000,236340,233838,230865,227845,225221,222710,220252,217907,215215,213102,211969,211755,211729,211674,211219,210435,209501,209151,209109,209510,210338,211127,211652,211297,210443,208665,206242,203696,201603,199195,197116,194691,193333,191568,189926,187974,186188,184702,183310,182065,180728,179304,178314,177857,178559,179404,180359,181478,182746,184222,185687,187466,189295,191046,192921,194415,196034,197460,199931,202158,204508,206407,208300,209969,211354,212543,214176,216315,219227,221499,222868,223121,222946,222319,221538,220785,220549,221017,221721,223716,225705,227768,228505,228648,228867,229061,229620,229968,230800,231963,233792,235935,237919,239331,239701,239931,240403,241507,242464,243524,244634,246013,247385,249056,251027,253209,255029,256258,257079,257546,258235,258899,260230,262112,264509,267034,269212,271052,272280,273041,273645,274716,275942,277290,278461,279975,281532,282898,283363,283783,284186,284906,285341,285631,286409,287503,288889,290517,291903,293354,294549,295879,296678,297206,298019,300151,303131,306979,310703,314105,317536,320418,323641,325959,329827,334454,340161,344156,346893,348599,350752,353676,356528,359933,363306,367213,370379,372168,372157,370947,370129,370445
"San Diego, CA",msa,CA,224478,225700,227023,229974,232804,236473,240278,244373,247968,251117,254433,257277,259771,262924,267092,272169,276303,279277,281431,283646,286279,289106,291930,294022,296205,298346,301291,304690,308924,313422,318858,324537,330375,336299,341622,347614,352468,357252,362247,367587,373557,378268,384273,389370,396033,401672,407438,408944,413853,421163,431556,439973,448678,463638,477313,490151,499233,508854,516225,522665,526417,530130,536713,544946,553095,555771,556775,557929,558970,559661,559732,559792,561573,561062,561474,560655,562405,561588,558695,554205,550512,547874,546725,544886,543588,541255,535381,529637,523371,519463,514090,510730,505801,501344,495188,491086,484731,476957,468108,461503,453307,445007,434902,425610,414318,405167,396731,391397,386426,383792,382425,377534,374719,368502,367795,364627,366050,366526,370699,374211,377721,379370,381560,385523,386096,385821,382909,380815,377421,372952,369512,368445,367763,366962,364244,362903,361264,360688,358887,355128,351426,348699,348023,346957,347900,348882,349970,349424,350143,352731,355300,357703,359719,362951,366775,374079,380516,386910,392817,399588,406311,414536,423073,431315,435376,438029,440940,444369,450639,458137,459069,457428,453621,453506,453855,451257,451630,452472,456985,458922,459379,460029,464873,468473,472190,472315,471468,472202,474610,479157,482714,487582,495331,498564,497845,497297,498698,502019,500541,502903,505850,512022,515223,517926,518024,521096,525041,530309,535393,539166,540648,541612,544003,549270,552671,556518,562505,568955,573093,572891,572319,573382,575423,578473,579641,581882,582800,582456,578759,576445,576089,579081,580687,582534,584773,586733,587296,587847,589840,592322,595231,598425,603992,607873,610751,610988,614516,621101,631063,641944,653853,664341,673644,681917,692024,705885,726619,750501,774050,788507,798103,802781,810221,821411,841589,861639,884547,903702,916817,916285,905021,893987,887023,881973
"Tampa, FL",msa,FL,103591,103799,104081,104766,105570,106390,107083,107855,108659,109436,110179,110946,111683,112508,113244,114099,114833,115620,116434,117273,118181,119053,119967,120950,121955,122889,123854,124879,125936,126940,127916,128995,130021,131021,132008,133137,134308,135520,136716,138040,139406,140686,142009,143322,144717,146182,147517,148890,150002,151256,152712,154377,156179,158217,160728,163504,166269,168580,170725,172890,175403,178240,181309,185103,188792,192779,196734,201063,205808,209754,213487,216536,219451,222541,226254,230590,233607,235812,236823,238425,238870,238528,237171,235056,234021,233331,232997,232288,231143,229189,226067,222552,219329,215872,213059,209401,206132,202039,198724,195339,192072,188886,185705,182389,179050,175562,171697,168050,164866,161990,159385,156368,153966,151561,149749,147610,145791,144240,143672,143020,142846,142616,142449,142190,141884,141456,140450,139168,137533,135987,134278,132981,131344,129430,127646,125850,124453,122891,121647,120539,119857,119730,119677,119544,119052,119001,119161,119580,119916,120354,121080,121968,122726,123624,124286,125505,126814,128438,129713,130954,132597,134379,136441,138189,139990,141727,143346,144847,145614,146533,147422,148385,149293,149927,150579,150736,151280,152446,153872,155311,156175,157261,157777,158628,159084,160067,160950,161951,163087,164357,165643,167158,168827,170810,172441,173853,175126,176120,177247,178447,179876,180948,182652,184395,186072,186964,187826,189453,191091,192805,194091,195700,197013,198329,199660,201008,202314,203981,206006,207867,209033,210021,210905,212053,213338,214700,216107,217711,219318,220045,220398,220746,221396,221784,222395,222883,223383,223903,224925,225959,227206,228558,230351,232026,233185,234366,235699,238294,241070,244272,247978,251921,256325,260419,264722,269054,274293,282136,291294,300292,307961,314393,321122,326696,334496,342096,352386,363384,374288,382486,386973,389614,390902,391314
"Denver, CO",msa,CO,194033,195348,196489,199027,201409,203940,206304,208897,211580,214194,216834,219321,221913,224225,226612,228845,230866,232511,234223,235911,237418,238599,239621,240346,240646,241148,242039,243106,244112,244869,245657,246019,246421,246852,247390,247650,247659,247722,248175,248460,248400,248183,248222,248346,248586,248822,249538,250194,250597,250709,250905,251500,252159,252851,253433,254024,254113,254391,254583,255440,256239,256768,257143,257447,258102,258551,259137,259551,259813,260187,260522,261004,261428,261568,261774,261815,262310,262608,262624,262667,262077,261463,260648,260358,260054,259258,258836,258754,259252,259571,259778,259690,258967,257813,256314,254457,252965,251708,250899,250032,249072,248364,247029,245900,245000,244457,243755,242813,241910,241544,241490,241460,241461,241320,240928,240604,240396,240603,240696,240995,241843,243116,244108,244266,243797,242841,241742,240395,239039,237681,236670,235852,235156,234236,233300,232664,231528,230720,229913,229710,229654,229611,229650,229610,229833,230270,230811,231806,233501,235742,238000,239628,241357,243137,245188,247086,249321,251910,254583,256763,258568,260521,262965,265594,267904,269744,271386,273580,275530,277784,279205,280799,282513,284350,286304,287584,289406,291597,294543,297775,301745,305924,309800,313227,316205,319187,321869,325077,328491,332287,335935,339760,342844,346260,349498,352864,355490,357445,359651,361784,363849,366032,368799,372011,375387,379004,382639,385727,387940,389781,390933,392047,393842,396445,399217,402419,405233,408015,410292,413098,415826,418202,420139,422018,424202,426321,428790,430112,431126,432266,433310,434166,433696,433523,433142,433441,433860,434604,435535,437390,440201,442338,444162,445637,447042,448047,449446,452567,456868,462083,467715,473633,479861,486558,494067,502576,514017,527123,540671,550498,557598,563701,571178,580273,590113,601277,614258,626418,635169,636448,632293,625855,622408,621261
"St. Louis, MO",msa,MO,115428,115650,115914,116488,117069,117708,118434,119274,120090,120875,121812,122602,123104,123418,123878,124641,125452,126283,127068,127719,128446,129178,130015,130860,131642,132414,133051,133687,134364,135153,136009,136747,137513,138299,139174,139945,140706,141463,142184,142866,143643,144555,145466,146409,147464,148649,149591,150529,151292,152035,152609,153218,154073,154946,155939,156707,157309,157827,158434,159217,159970,160648,161349,162043,162900,163667,164434,165210,166043,166885,167636,168376,169024,169674,170218,170764,171254,171677,172069,172278,172515,172795,173191,173433,173603,173579,173627,173656,173702,173764,173752,173626,173341,172951,172430,171901,171350,171111,170759,170065,169283,168499,168038,167486,166972,166256,165458,164573,163806,163269,163060,162741,162136,161176,160233,159429,158734,158392,158459,158730,158920,158571,158280,158249,158450,158271,157681,156900,156091,155075,154102,153001,151987,151089,150239,149434,148487,147716,146793,145771,144859,143989,143186,142332,141735,141320,141323,141673,142197,142412,142294,142145,142117,141898,141971,142083,142867,143274,143727,144028,144439,144807,144895,145037,144985,145253,145257,145378,145105,145092,145178,145768,146744,147734,148482,148786,148912,149022,149086,149259,149183,149471,149796,150570,151146,151737,152117,152527,152883,153240,153487,154026,154522,155205,155692,156260,156863,157556,158241,158672,159196,159957,160919,161621,162212,162888,163676,164410,164824,165277,165739,166523,167409,168198,168731,169180,169735,170296,171050,171638,172238,172524,173039,173666,174244,175015,175754,176752,177865,179119,180016,180335,180477,180556,180680,180738,180964,181353,181798,182642,183420,184352,184757,185321,185455,186162,187351,189291,191432,193570,195744,197789,199836,201663,203998,206562,209958,213667,217257,219616,220905,221834,223466,225697,228515,231805,235436,238250,240719,242050,242866,243104,243509,244767
"Baltimore, MD",msa,MD,155230,155405,155731,156351,157058,157726,158295,158996,159661,160409,160932,161520,162043,162520,162895,163523,164229,165178,166061,167189,168294,169266,170099,170987,172095,173387,174630,175895,177451,179253,181132,182951,184743,186589,188397,190290,191994,193663,195325,197286,199334,201730,204258,206939,209501,212044,214539,217094,219446,221726,223931,226891,230567,234619,238250,242690,247086,251651,255762,259659,263249,265874,269126,273229,278182,283579,289342,295625,300286,304505,307489,311018,313790,316932,319914,323601,326951,330110,332415,333641,334805,335325,335323,334819,334761,335282,335802,336209,336440,336533,336231,336099,335699,334987,332750,330391,328502,327750,327144,325436,323256,320493,317345,313870,310571,307689,305386,302744,300187,297755,295478,292857,289717,287374,285656,284627,283070,281804,280621,279797,279268,278867,278696,279032,279674,279756,278741,276291,273674,271071,268640,266023,263922,262663,261938,260773,259716,258679,257305,255656,253988,252954,251833,251032,250049,249869,250124,250855,251252,251215,251094,250823,250809,250922,251563,252000,252816,253781,255577,257097,258768,260031,261348,262180,263248,264387,266305,267641,268763,269297,269544,270193,269988,269789,268890,268580,267976,267671,267424,267496,267542,267649,267910,267758,267839,267456,267168,266724,267089,267369,267324,267650,268213,269372,269798,270798,271745,272273,272770,272854,273884,274494,275813,276931,278084,278649,279188,280399,281134,281686,281153,280860,280938,281581,282807,284117,285349,286337,287504,288483,289204,289552,290195,290772,291324,291432,291935,292152,292790,293361,293870,294204,294401,294455,294653,294500,294279,293901,294049,294652,295552,296012,296840,297301,297896,298530,300255,302910,305988,309457,312951,316713,319480,322789,326099,330019,333479,337549,341703,345171,347371,348961,351302,353584,356580,359854,363805,367529,370395,372557,374106,375267,375941,376929
"Charlotte, NC",msa,NC,148318,148647,149018,149693,150377,150961,151539,152074,152616,153146,153739,154308,154961,155452,155908,156209,156521,156780,156985,157283,157635,158013,158296,158485,158722,158925,159164,159336,159426,159523,159600,159761,159918,160101,160218,160358,160444,160656,160843,160999,161134,161230,161407,161588,161776,162019,162255,162545,162800,163015,163198,163376,163577,163904,164221,164494,164708,164928,165199,165401,165641,165970,166396,166808,167133,167616,168139,168745,169274,169882,170507,171111,171611,172081,172509,173179,173978,174974,175955,176945,177793,178490,179104,179759,180367,180825,181542,182530,183688,184702,185692,186601,187282,187521,187718,187709,187971,187966,188066,187777,187565,186933,186091,185166,184396,183800,182674,181009,178866,177646,177128,176700,175704,174542,173676,172755,171978,171355,171240,171120,171006,170486,169731,169248,169001,168551,167635,166565,165381,164257,162842,161761,160601,159735,158794,157850,156830,155997,155291,154576,153783,152977,152163,151862,151592,151710,151780,152219,152444,152436,152382,152542,152748,152982,153128,153035,153187,153307,154260,155162,156495,157717,159111,160270,161101,161881,162591,163674,164665,166058,167089,167752,168023,168109,168055,167950,168009,168260,168658,169187,169919,170937,172237,173476,174248,174941,175874,177261,178401,179321,180103,180620,181313,182043,182807,183783,184973,186504,187820,188828,190006,191288,192956,194704,196454,197638,198859,199899,201046,202043,202866,204194,205601,207523,209219,210950,212606,214263,215608,216765,218018,219486,221246,222801,224386,225404,226875,228244,230012,230924,231628,232206,232981,233743,234378,235187,236241,237902,239668,241387,242510,243976,244975,246307,247571,249309,251271,253557,256214,259203,261814,264825,268611,272707,277039,281500,287100,294288,302149,310001,317238,323539,330047,336104,343039,350526,358950,368211,376337,382542,385901,387644,388277,387806
